'SPINK1','TGFBR2','FGFR2','MLH1','BCL2','VHL','EGFR','KDR','HAVCR2','CTLA4','CDKN2A','KRAS','TGFB1','ITGA2','CMPK1','APC','ACTR2','ERBB2','PDCD1','PFN1','GPC3','TACSTD2','CDH17','MYC','CCND1','TP53','COPS5','CEACAM5'
11.787,10.554,5.7877,8.7744,5.7082,9.5346,9.4089,7.9458,5.1098,3.3039,5.4398,9.5403,8.9166,10.233,11.758,9.1673,12.264,12.583,2.9825,13.863,4.7356,7.2185,12.689,12.812,12.006,11.574,11.02,16.277
9.9813,11.322,7.0248,9.2835,6.9373,9.6164,9.6796,8.7856,6.1665,4.4632,5.2239,10.21,9.7523,10.647,11.415,8.3077,12.088,12.837,4.1882,14.729,4.1103,9.1268,12.152,13.525,12.489,12.152,9.8423,17.144
6.7252,11.909,6.4298,9.0707,6.4461,10.464,9.6975,7.6355,5.6145,4.0593,4.3638,9.6843,8.9184,11.236,11.422,8.0576,12.393,12.13,4.4308,14.243,4.3638,6.8772,13.647,12.009,11.941,11.7,9.8874,16.628
8.4176,11.808,5.833,9.7642,5.2232,9.0218,8.5551,7.3146,9.0026,6.2787,12.261,11.128,11.244,9.403,11.87,8.7161,12.085,11.844,5.5601,14.202,6.1043,13.92,8.8543,10.575,12.315,9.9775,11.255,11.361
10.177,11.067,7.5471,9.3247,6.8296,10.028,9.0095,6.8499,5.2496,3.9538,7.6606,10.266,7.7388,10.158,12.456,9.1186,12.406,11.953,2.0777,14.533,6.633,9.5382,12.965,12.364,12.373,12.22,10.583,16.806
11.067,10.777,8.1984,8.9419,6.2011,9.772,9.131,7.9839,6.8193,4.7458,7.3519,10.13,9.5813,10.79,12.657,9.6776,11.91,12.562,4.6781,13.403,5.5771,5.3349,14.13,11.755,11.715,11.052,10.128,15.418
6.9645,11.403,6.2698,8.8925,3.9276,9.745,8.9973,7.0332,6.3257,3.3419,7.9821,10.721,10.275,9.6999,10.71,6.8033,11.5,11.809,3.4796,14.139,3.7209,11.65,14.023,13.854,12.879,8.7466,11.074,16.005
12.923,11.313,8.4973,9.5972,7.6976,9.4548,8.5297,8.6526,8.9206,6.7988,6.5322,10.038,11.383,10.605,12.703,8.7502,12.615,11.774,5.1784,14.5,7.3996,9.1406,12.247,11.357,11.897,11.909,10.054,15.9
10.448,11.385,6.1203,8.3646,5.6107,9.2656,9.6069,7.0548,5.3151,4.0465,6.3204,9.8467,8.7324,9.4477,12.188,8.4036,12.008,13.079,3.8008,14.017,4.7481,7.1887,14.557,13.325,11.979,11.113,11.011,16.903
9.3648,11.251,5.3422,8.9751,4.2989,9.6752,8.4069,7.943,5.3422,3.2916,8.6476,10.089,8.8294,9.8674,11.123,8.6437,11.51,12.872,3.4451,13.912,7.5105,11.269,13.877,13.213,12.743,11.455,10.727,15.564
13.191,11.183,5.6433,9.7068,6.3507,10.213,8.7309,8.2864,6.7703,5.6724,6.5046,9.4824,9.47,10.69,12.63,8.4427,12.428,11.624,5.3504,14.495,9.6084,7.2769,13.472,13.28,12.866,11.527,10.083,16.628
9.9421,11.769,7.7807,9.6938,6.4685,9.8676,8.6088,8.7887,7.0853,4.4421,6.4497,9.6756,10.138,10.193,11.801,8.4324,11.881,12.141,4.0984,14.442,5.4085,7.4509,13.772,13.422,11.902,12.633,10.191,17.24
13.78,11.27,8.3674,8.8024,6.4713,9.552,8.6008,7.9817,5.7694,4.177,5.469,10.32,9.6349,11.876,11.399,8.8636,12.478,12.501,4.7657,14.491,4.3482,6.3354,14.661,12.409,12.078,11.621,10.523,17.52
12.203,11.339,6.8662,8.7519,6.1473,9.3821,9.1581,8.1565,7.4766,4.6494,8.3232,9.2599,10.958,10.886,11.55,8.5301,12.381,13.396,5.9078,14.042,3.2378,11.832,13.914,13.543,12.04,11.563,10.431,16.514
11.344,11.601,9.5358,9.1203,6.2778,10.575,9.3743,8.0505,7.0559,5.3124,6.2941,10.042,9.0973,11.27,12.328,8.7708,12.379,12.177,4.8665,13.479,4.0744,12.887,14.386,12.051,11.712,11.052,11.196,16.251
13.744,10.532,7.9941,9.5385,5.8438,9.3292,8.2387,7.9877,6.3622,4.2524,5.4924,9.5385,8.67,9.6622,12.396,7.7885,12.035,11.277,3.48,15.115,5.214,7.8391,13.155,12.328,11.446,12.333,10.456,17.063
9.8956,10.622,5.8955,8.1046,5.9744,8.4394,9.3212,7.4366,5.7685,4.7947,11.599,8.3899,10.278,9.7322,9.9281,7.0382,10.12,13.471,5.6771,15.537,6.5126,8.8003,12.858,11.613,11.454,11.972,9.2677,15.364
11.693,12.077,6.9106,9.4777,7.1461,9.6426,8.1607,7.0116,7.2782,5.6573,5.9109,9.9102,9.4816,10.904,11.985,8.141,12.36,12.334,5.6573,14.798,6.8512,8.9589,13.666,12.62,12.186,11.865,10.065,15.969
10.843,11.832,7.1794,9.3148,7.0083,10.337,9.9875,9.1259,8.0134,5.0623,7.2977,9.635,11.029,9.959,11.289,8.6659,12.886,12.392,4.9332,13.579,4.6885,7.2352,12.575,12.892,12.669,9.0885,9.686,16.39
8.2825,12.07,7.7172,9.4139,5.3773,10.275,8.72,8.03,6.7622,4.3124,7.847,9.8259,10.444,10.138,11.397,8.3383,12.288,12.682,4.3793,14.241,4.2422,10.021,13.304,13.41,12.074,8.8586,10.293,16.221
11.532,10.513,9.3114,7.9501,8.4348,10.27,8.7511,6.706,7.4818,5.6039,6.7841,10.605,10.201,10.548,12.581,8.8561,12.34,12.064,4.2037,13.894,6.0201,11.821,13.64,12.804,11.915,10.839,10.998,15.79
6.4799,10.679,5.9695,9.2159,5.22,9.3924,9.4433,7.0529,6.4993,3.7104,4.5833,8.8694,10.003,9.7268,11.829,7.98,12.245,11.695,3.2423,14.322,5.9971,6.4403,13.209,12.689,11.829,12.617,11.279,16.678
11.155,11.816,7.6032,7.8861,6.5154,8.0649,8.6907,7.0951,5.2048,3.5754,7.4443,6.8827,10.591,8.5995,9.6035,6.4906,9.5444,13.328,5.1425,15.209,7.693,8.7325,12.002,13.281,12.748,11.46,9.3615,15.98
11.47,11.177,7.8761,9.3916,7.8945,9.9845,9.1702,7.9006,6.6204,5.5292,6.0501,10.373,9.3786,10.628,11.512,9.3073,12.632,12.006,3.4647,14.229,5.9126,7.8699,13.6,12.125,11.902,11.573,9.8034,16.247
11.656,10.346,8.1844,9.4469,7.7564,9.7116,9.2871,7.1151,5.1158,3.9673,7.5577,9.7416,7.8781,10.033,12.511,8.1326,11.759,11.868,3.6682,14.494,7.591,4.6104,12.399,13.328,12.544,8.0474,9.3882,17.109
9.0836,11.57,5.4864,9.3041,6.172,10.103,9.2985,7.5244,6.6348,4.9174,6.8078,8.4215,9.5508,9.7629,11.506,7.8139,12.278,12.556,5.0075,14.251,3.7721,7.7695,13.375,13.304,12.027,9.3565,10.404,16.931
11.953,10.856,8.2291,9.2391,5.9263,9.3064,8.5896,8.3435,6.5033,2.8455,5.6874,9.8092,10.336,10.068,12.457,7.1938,12.14,12.056,1.6147,14.135,4.29,7.214,13.923,12.723,10.956,11.64,11.198,16.686
11.173,11.139,6.4682,8.9558,7.4231,9.5989,9.1485,8.3744,7.3723,5.0721,5.5992,9.4841,9.7028,11.33,11.741,8.9644,11.913,12.076,3.9852,14.057,4.5395,7.9843,13.779,13.052,11.458,12.029,10.695,17.112
10.482,11.905,8.3787,9.1863,6.5581,9.8173,8.3148,9.2923,7.779,4.3124,6.434,10.005,10.666,10.693,12.078,7.4256,12.255,12.272,5.2337,13.987,7.1717,12.272,13.608,12.911,12.378,11.45,10.611,16.59
9.7051,10.955,5.7652,8.2905,6.6375,8.8485,9.3385,7.7589,7.4387,6.0598,8.9716,7.0489,11.403,7.9627,9.7332,6.1872,10.476,13.109,5.92,15.713,6.2663,9.0066,11.835,12.807,11.967,12.716,9.5398,16.289
10.812,11.298,7.8011,9.4295,6.0206,9.8793,8.3546,8.3297,7.0709,5.1604,5.3309,10.113,9.3148,10.509,11.841,8.4456,12.21,12.199,3.9614,14.724,4.0617,9.9885,13.849,13.283,12.262,11.561,10.636,16.046
8.3851,11.525,7.4372,9.0671,6.8436,9.6006,8.7017,7.5599,8.4835,4.5585,5.3932,10.007,9.6063,9.0863,12.59,8.6803,11.824,12.02,5.8939,14.715,6.3936,9.4006,13.127,11.961,10.704,12.182,10.579,15.654
9.3989,11.838,4.8537,9.1275,6.2108,9.953,9.0043,8.0828,6.6488,4.8122,6.7946,9.6945,8.6528,10.134,12.006,8.2786,12.416,11.681,4.6328,13.981,4.2527,8.0429,13.541,13.667,12.178,11.637,10.798,15.539
15.094,10.57,6.6936,8.5491,6.1391,8.8981,7.9269,8.4351,7.9748,4.9361,9.7051,9.6053,10.992,10.582,11.237,8.0757,12.229,11.875,5.6431,14.423,5.3527,7.8234,12.912,13.061,11.513,12.028,10.203,16.694
11.361,10.482,4.6606,8.2219,5.5089,8.6358,6.4881,7.6247,7.8939,6.4266,9.7299,8.2121,12.099,8.591,9.7872,5.85,9.5152,16.663,6.207,15.732,5.4433,9.8519,11.474,13.125,12.067,9.3505,10.432,14.869
6.7955,11.618,9.3208,9.281,6.7023,10.604,9.11,9.362,4.2884,7.0689,8.5651,10.13,8.5339,10.124,12.409,9.7002,12.24,11.67,3.3604,14.039,2.7642,11.077,7.1178,10.458,13.672,11.087,9.7898,12.972
13.479,10.949,9.4462,9.4307,7.7809,9.9347,8.3581,8.2968,5.8004,3.9934,3.8761,9.8863,8.1465,10.758,12.729,9.3002,12.543,11.953,5.0044,14.129,6.8196,9.9255,13.001,12.834,11.965,12.13,10.245,15.677
13.982,11.19,8.5979,9.0351,6.1203,9.8552,8.1326,8.4068,6.6544,4.0899,7.1006,9.5659,9.4549,10.001,12.437,8.3048,12.387,12.036,4.6463,14.199,9.8342,7.6789,14.303,12.881,12.202,11.515,10.87,16.264
11.071,10.967,7.1685,9.1902,6.5649,9.8048,7.6351,7.7103,6.6002,5.5077,7.7022,8.9821,9.8495,10.585,10.817,7.4647,12.201,11.932,5.0275,13.87,4.1205,9.749,13.737,13.854,12.515,11.905,10.485,16.186
12.379,10.69,7.0836,9.1675,6.7805,9.9206,8.8093,8.1792,6.8888,4.9818,5.871,9.0324,9.7069,9.1016,11.968,8.5808,11.759,11.948,4.275,14.525,7.1842,10.389,13.176,13.365,12.033,11.378,10.633,16.728
11.963,11.557,4.5641,9.78,5.9903,9.6504,8.0847,7.4307,5.9149,2.4102,8.7494,8.8235,11.045,9.8709,11.365,7.3849,12.252,12.504,5.599,14.396,8.3234,9.5871,13.739,13.09,12.637,11.993,10.099,15.582
9.3366,11.844,3.6872,9.2963,6.3434,9.5781,8.934,8.6687,7.3951,5.1153,6.4777,9.0916,10.554,8.4328,11.554,7.2049,11.8,11.951,5.0735,14.606,4.1564,8.0994,13.53,13.31,11.786,10.788,10.978,16.326
8.5801,12.049,7.6006,8.9815,6.3463,9.676,9.8758,7.72,6.6647,3.1396,6.7864,9.7071,9.8378,10.783,11.963,8.2665,12.16,13.056,4.1491,13.827,4.8532,7.8789,14.723,12.84,12.571,11.553,9.4757,17.866
12.16,10.925,9.0219,8.5828,7.901,9.5349,9.0217,8.3777,7.1021,5.4959,6.9544,9.69,10.324,10.686,11.5,8.1179,11.725,12.654,5.9029,14.117,5.6575,10.261,13.399,13.105,11.651,9.6522,9.0107,16.703
11.434,10.597,5.088,9.7144,4.5241,10.058,7.0848,7.7974,7.4681,4.4351,6.8647,9.425,9.142,9.6761,12.834,7.6765,11.757,11.506,3.742,14.274,7.3146,8.6778,13.472,12.396,11.628,10.072,11.227,15.536
11.429,10.971,7.3316,8.1187,6.6268,8.7665,9.4634,7.6288,7.4199,5.7978,6.4494,8.1705,11.655,8.7538,10.352,6.6814,10.324,13.114,6.6634,15.582,4.7907,6.5506,11.433,12.895,12.524,11.914,8.9775,16.402
10.13,11.9,4.973,9.4611,7.6021,10.24,10.157,8.2632,6.8043,5.7015,5.2449,9.6443,9.6146,10.377,11.713,8.498,12.673,11.388,4.7582,13.772,7.9826,7.6882,13.296,12.892,11.993,12.258,11.214,16.136
11.175,10.688,6.5236,8.7728,6.177,8.8907,10.101,8.4102,7.5717,5.5068,10.569,9.7436,10.148,9.8812,11.152,8.934,12.598,12.464,5.5709,14.124,5.5709,10.971,14.464,13.029,11.974,11.266,11.102,16.667
11.808,10.787,6.9553,9.3253,6.729,9.6682,8.243,7.5633,7.7493,5.6735,8.497,9.4357,9.7358,10.257,11.851,7.9259,11.721,12.865,4.8591,13.934,6.4274,6.2865,12.857,12.927,10.988,11.213,10.055,15.724
10.572,11.113,7.5688,8.8495,6.2543,9.619,9.1429,7.7034,7.3671,3.7424,6.8652,10.035,10.7,10.11,12.021,8.9642,11.86,12.848,4.1303,13.75,5.6592,9.0024,12.945,12.331,11.512,11.045,10.149,17.094
9.9411,11.328,5.7082,9.0087,5.3932,10.143,8.3628,8.8534,7.3446,5.3024,6.0246,9.4846,10.165,10.63,11.852,8.6703,12.128,16.305,3.6483,13.96,5.0466,8.6053,13.311,13.589,12.266,8.5619,10.306,16.313
10.375,11.209,7.0568,8.9986,5.98,9.905,9.4813,7.8683,3.9711,1.0904,7.0322,8.9234,8.9729,10.232,11.438,8.3796,11.673,12.908,2.1337,14.527,2.1337,8.3197,14.21,13.413,12.187,12.473,10.596,16.821
12.356,10.811,6.97,9.4173,6.7151,9.5551,8.1493,8.1816,6.9255,3.7751,5.1401,9.7118,9.5551,9.9691,11.826,8.0702,11.811,11.818,5.3341,14.608,5.288,10.192,13.311,13.429,11.711,12.804,10.496,15.161
11.357,11.49,7.525,9.0665,6.7055,9.9873,9.2357,8.0155,7.0283,3.9442,9.4452,9.5796,9.9031,10.747,12.098,8.3348,12.08,13.133,4.7639,14.151,5.183,8.3695,13.492,12.032,11.627,11.294,10.09,16.756
11.892,10.55,5.2482,8.7241,6.8637,9.5307,8.1782,6.3648,5.876,4.4412,8.3186,9.7097,8.1855,10.637,12.738,8.7688,11.992,12.609,3.8402,13.52,5.3033,4.6255,13.289,12.718,11.839,11.084,10.037,17.253
11.404,11.64,8.8048,9.2429,7.4997,9.6757,8.8012,8.2704,8.2654,5.9962,9.72,10.62,9.8015,10.103,12.509,8.7841,12.188,11.984,6.8179,13.803,8.0734,12.396,12.724,12.024,11.52,8.2094,9.5398,16.839
